(0,16325,52.027645111084)
(1,23316,37.9255180358887)
(1,9815,58.0792846679688)
(2,16076,63.0634498596191)
(2,5716,67.9298629760742)
(3,1746,68.5623245239258)
(4,7719,80.7530136108398)
(4,23884,34.5244445800781)
(5,6873,85.482780456543)
(6,2035,57.9796409606934)
(6,1240,35.512020111084)
(7,2064,86.7820434570313)
(7,17376,40.0153770446777)
(8,7880,53.8276557922363)
(8,405,37.0969505310059)
(9,13907,80.5937194824219)
(10,19252,68.0087814331055)
(11,9504,22.3191394805908)
(12,22128,58.3448677062988)
(13,11777,88.0455932617188)
(13,16003,62.6265068054199)
(14,12623,67.2894744873047)
(14,3674,66.0281753540039)
(15,2889,55.8966789245605)
(15,596,69.3308258056641)
(16,5684,76.1255187988281)
(16,7235,21.6865615844727)
(17,19194,67.3729705810547)
(18,16680,72.7385787963867)
(18,13642,96.9363479614258)
(19,12072,97.5093460083008)
(19,2127,93.098258972168)
(20,20787,53.1613960266113)
(20,396,80.4601898193359)
(21,14831,62.7651977539063)
(21,6357,35.3341636657715)
(22,13175,90.4898910522461)
(22,2261,60.5978469848633)
(23,13910,80.3363952636719)
(23,6504,70.9156036376953)
(24,2939,29.4624538421631)
(24,17117,59.1340026855469)
(25,11683,54.5334014892578)
(25,1442,60.3838272094727)
(26,23490,75.8402633666992)
(27,9579,29.2256412506104)
(27,7377,76.6002044677734)
(28,16539,60.3357467651367)
(29,6519,21.3877506256104)
(29,18357,51.271297454834)
(30,23463,54.996021270752)
(31,23650,72.0604476928711)
(32,22803,68.9376602172852)
(32,20221,45.8652992248535)
(33,20124,65.2587203979492)
(34,1557,64.9990463256836)
(35,23460,69.9655609130859)
(35,14035,86.3750228881836)
(36,8032,43.8811874389648)
(36,1426,82.1066284179688)
(37,14588,49.8737602233887)
(37,5934,78.2005767822266)
(38,2891,61.2849464416504)
(38,21917,94.9005966186523)
(39,9567,20.5751342773438)
(39,8541,59.3239135742188)
(40,16325,78.0592575073242)
(41,14814,41.7115135192871)
(41,2434,64.2719955444336)
(42,13573,80.4563064575195)
(42,16434,75.622444152832)
(43,9051,80.9131393432617)
(43,7874,88.6505508422852)
(44,15675,71.4659729003906)
(44,15865,74.7226791381836)
(45,18158,97.3664855957031)
(46,3821,22.7250900268555)
(47,11493,22.0609607696533)
(48,6903,86.8723220825195)
(48,21841,75.3968048095703)
(49,18932,60.9488754272461)
(49,15841,74.4226303100586)
(50,7012,89.5501174926758)
(51,22359,54.2280082702637)
(51,1605,61.812328338623)
(52,4780,46.3875999450684)
(53,20796,76.9261779785156)
(53,892,52.8487319946289)
(54,21713,87.7352600097656)
(54,22272,69.0301818847656)
(55,1201,97.474967956543)
(56,21806,58.0880126953125)
(57,4117,91.5087127685547)
(58,16607,64.6931762695313)
(59,22219,36.8919258117676)
(60,8684,54.9155807495117)
(60,4079,42.3749198913574)
(61,15555,53.9195518493652)
(61,5008,40.813850402832)
(62,13245,89.8019714355469)
(63,3535,68.7167282104492)
(63,16131,92.6496276855469)
(64,1790,87.5847015380859)
(65,15883,54.653938293457)
(66,9635,54.557056427002)
(66,23173,15.6200180053711)
(67,5276,64.7202453613281)
(67,19795,45.4708213806152)
(68,12572,63.4479751586914)
(68,5255,53.6521301269531)
(69,5422,75.1367874145508)
(70,686,3.65058612823486)
(71,13199,69.576904296875)
(71,11969,53.3277626037598)
(72,2297,83.6510925292969)
(73,9910,93.3899841308594)
(74,11992,84.2966537475586)
(74,18057,72.0049819946289)
(75,17526,71.2634048461914)
(75,3841,66.3110046386719)
(76,23923,91.1734085083008)
(76,637,51.2322006225586)
(77,18210,71.2240219116211)
(77,7211,64.9746170043945)
(78,9976,62.1856575012207)
(79,558,53.0442199707031)
(80,1391,47.3607711791992)
(81,23014,27.9268112182617)
(81,2528,70.1702880859375)
(82,9089,71.1069946289063)
(82,18842,51.3654747009277)
(83,8056,83.8978881835938)
(84,21210,34.3525238037109)
(84,3944,43.2488784790039)
(85,12495,44.3180694580078)
(85,1101,64.2987594604492)
(86,15002,66.8388137817383)
(86,7790,70.7661285400391)
(87,2672,47.9625396728516)
(87,12302,54.3369445800781)
(88,14267,40.7392654418945)
(88,7113,73.4056167602539)
(89,7644,53.9369926452637)
(89,10579,93.8056182861328)
(90,1874,79.7303619384766)
(90,17336,86.7616195678711)
(91,17669,72.0140609741211)
(92,6483,98.9416961669922)
(93,22116,80.3056869506836)
(94,11721,85.5986709594727)
(95,7773,96.859733581543)
(95,22763,89.1399383544922)
(96,11101,80.6194076538086)
(97,8943,89.1991806030273)
(97,17886,41.6086044311523)
(98,3473,38.2294502258301)
(99,10697,58.1095008850098)
(99,8514,78.1866760253906)
(100,9406,80.8392105102539)
(101,1795,63.8632659912109)
(101,7566,24.0842475891113)
(102,17955,49.6227569580078)
(103,15943,95.9000473022461)
(103,21829,93.3168258666992)
(104,11562,78.4404373168945)
(105,6687,68.2809677124023)
(106,22725,45.6765022277832)
(106,3164,61.4769706726074)
(107,12150,65.6361541748047)
(108,20464,39.8745994567871)
(109,4065,61.2750205993652)
(109,6326,88.6363067626953)
(110,2864,18.7133293151855)
(110,14321,76.2900619506836)
(111,9920,20.3916454315186)
(111,15678,69.3144378662109)
(112,10252,78.7099761962891)
(113,16293,76.2040863037109)
(114,6505,54.7722778320313)
(115,7332,18.784294128418)
(116,21450,64.2235946655273)
(117,978,67.6697158813477)
(117,19344,41.1120872497559)
(118,17162,72.8745269775391)
(118,16941,76.1775436401367)
(119,15854,26.244758605957)
(119,10642,68.032600402832)
(120,16378,72.1095275878906)
(120,11809,86.9685974121094)
(121,20266,87.4545822143555)
(122,23664,70.2535171508789)
(122,13197,46.0402641296387)
(123,4022,79.4611892700195)
(124,10894,65.3471603393555)
(124,20308,80.9692993164063)
(125,1376,52.673885345459)
(125,3268,86.1408233642578)
(126,9532,61.7067604064941)
(127,2410,80.3722610473633)
(128,1589,95.0374145507813)
(129,20055,50.9673652648926)
(130,4167,51.0202445983887)
(131,12557,65.8991851806641)
(131,6336,53.8308601379395)
(132,5257,56.512882232666)
(133,15165,37.125602722168)
(134,21130,83.2921905517578)
(135,11886,40.2036437988281)
(135,20950,77.9615097045898)
(136,21960,94.9071578979492)
(137,20836,99.4694671630859)
(138,18883,65.6036758422852)
(138,22401,84.5136947631836)
(139,11806,67.742301940918)
(139,8679,74.3980484008789)
(140,16610,71.2875289916992)
(141,13594,99.3501586914063)
(141,1575,53.2324562072754)
(142,9787,80.0084533691406)
