(0,11835,122.806976318359)
(0,12316,154.921844482422)
(0,1456,139.559371948242)
(0,1352,134.915817260742)
(0,2194,188.667297363281)
(1,3525,124.147392272949)
(1,6726,101.581840515137)
(1,54,187.79248046875)
(1,15638,67.6005325317383)
(1,2768,137.386871337891)
(2,9897,159.34147644043)
(2,3055,75.7599945068359)
(3,5284,106.779716491699)
(3,3447,73.2383499145508)
(3,13476,65.5798645019531)
(3,3559,180.700347900391)
(3,6072,158.413970947266)
(4,9158,173.380325317383)
(4,721,143.898666381836)
(5,671,103.203079223633)
(5,2619,45.2442512512207)
(5,15314,52.5505599975586)
(6,14763,90.5070648193359)
(6,8377,140.232147216797)
(6,14766,116.567245483398)
(6,11652,76.7578048706055)
(7,12260,80.5747985839844)
(7,4306,116.244819641113)
(7,1841,106.654205322266)
(7,747,60.1066818237305)
(8,2847,170.34504699707)
(8,14940,185.184310913086)
(8,4816,102.258407592773)
(8,3642,171.340545654297)
(8,6925,129.90119934082)
(9,5063,127.098480224609)
(9,14611,32.7473335266113)
(9,1237,185.930572509766)
(9,4597,156.980911254883)
(9,13144,130.464797973633)
(10,963,193.017456054688)
(10,1997,111.142669677734)
(10,3546,94.2136306762695)
(10,9215,197.568801879883)
(10,595,41.3866271972656)
(11,2185,154.360626220703)
(11,12915,179.365356445313)
(11,7267,70.6664199829102)
(11,1007,188.008224487305)
(11,6345,121.412200927734)
(12,3905,75.4008331298828)
(12,11778,49.9590911865234)
(12,4481,170.332748413086)
(12,7586,79.3776779174805)
(12,2551,160.021072387695)
(13,12630,165.375686645508)
(13,2430,71.2484436035156)
(13,2405,94.6637725830078)
(13,936,166.781890869141)
(13,4377,190.198532104492)
(14,10385,115.357597351074)
(14,90,96.9433517456055)
(14,7230,100.500541687012)
(14,4752,149.931182861328)
(14,13143,199.192047119141)
(15,8405,184.770950317383)
(15,5731,186.344802856445)
(15,3693,112.046592712402)
(15,4992,76.0485229492188)
(16,13538,76.3173599243164)
(16,2624,85.2245864868164)
(16,8080,94.0609817504883)
(16,13855,158.640197753906)
(16,15421,107.713340759277)
(17,12883,74.0889129638672)
(17,4956,68.8672714233398)
(17,15937,127.782806396484)
(17,4009,81.6430511474609)
(17,3242,19.3856315612793)
(18,12708,91.227668762207)
(18,4736,75.4831466674805)
(18,12927,61.6941566467285)
(19,14164,101.107391357422)
(19,11138,120.075637817383)
(19,1190,162.009063720703)
(19,11314,172.048889160156)
(19,12600,114.537216186523)
(20,3334,169.979537963867)
(21,223,97.7084579467773)
(21,8509,119.279457092285)
(21,6844,119.372924804688)
(21,2752,177.489227294922)
(21,4823,164.189987182617)
(22,12889,107.710952758789)
(22,7640,140.87890625)
(22,8335,170.847320556641)
(22,13790,117.703872680664)
(22,6969,132.794967651367)
(23,7844,59.2923927307129)
(23,1625,128.045883178711)
(23,7357,100.241203308105)
(23,12516,143.211517333984)
(24,3270,124.036018371582)
(24,13470,95.5300216674805)
(24,5117,49.2382316589355)
(24,327,63.9301910400391)
(24,3085,66.290153503418)
(25,13340,68.3804779052734)
(25,9960,63.8419647216797)
(25,662,98.5686645507813)
(25,7747,171.605621337891)
(25,12154,163.466552734375)
(26,3198,123.463836669922)
(26,1702,150.870178222656)
(26,11760,135.352066040039)
(26,5940,134.384750366211)
(26,2162,122.226974487305)
(27,6521,162.098571777344)
(27,14380,187.293579101563)
(27,4480,145.016723632813)
(27,7202,101.895317077637)
(27,13756,168.616821289063)
(28,4237,139.142639160156)
(28,3515,199.211517333984)
(28,9702,151.487991333008)
(28,15362,140.588973999023)
(28,15478,184.646850585938)
(29,14536,77.8153610229492)
(29,12298,23.392110824585)
(29,7145,51.6352615356445)
(29,3158,150.925598144531)
(29,6849,139.107040405273)
(30,2575,132.811172485352)
(30,3339,186.830276489258)
(30,985,55.4111137390137)
(30,6039,165.356323242188)
(30,15763,197.296478271484)
(31,3162,135.552032470703)
(31,12445,94.8898086547852)
(31,2924,184.205413818359)
(31,406,107.758178710938)
(31,1461,85.9958572387695)
(32,6561,89.5739822387695)
(32,14752,43.3086547851563)
(32,3310,98.9786224365234)
(32,7990,80.0293884277344)
(32,13041,73.2334136962891)
(33,11348,91.1287002563477)
(33,4426,140.693771362305)
(33,5161,119.12574005127)
(34,4924,194.106948852539)
(34,5660,170.735992431641)
(34,12882,153.386932373047)
(34,2537,93.6923751831055)
(34,3777,9.90781879425049)
(35,9266,115.910827636719)
(35,15581,28.3583087921143)
(35,13713,95.1603851318359)
(36,6811,54.2729759216309)
(36,6990,132.49201965332)
(36,9838,114.126129150391)
(36,1415,34.4178314208984)
(36,3545,130.352142333984)
(37,428,81.0833129882813)
(37,12968,121.84928894043)
(37,4539,151.81867980957)
(37,1732,38.9791412353516)
(37,3657,166.426910400391)
(38,14096,160.352294921875)
(38,9461,39.4564476013184)
(38,2041,43.3023948669434)
(39,15597,116.679252624512)
(39,11791,134.782104492188)
(39,15253,124.419227600098)
(40,15763,141.847671508789)
(40,1960,107.189300537109)
(40,13058,155.60173034668)
(40,10908,165.35758972168)
(40,5602,166.195556640625)
(41,3365,117.297325134277)
(41,5014,33.1318969726563)
(41,6425,138.10986328125)
(41,9036,53.3204383850098)
(41,10736,112.392921447754)
(42,4317,86.3883514404297)
(42,9399,121.414154052734)
(42,6541,114.210014343262)
(42,12345,157.398391723633)
(43,7994,137.074340820313)
(43,13131,41.7633972167969)
(43,13613,136.1181640625)
(44,6734,173.172058105469)
(44,2884,196.808944702148)
(45,10148,74.5771408081055)
(45,2830,121.52197265625)
(45,8058,104.911689758301)
(45,8840,168.552917480469)
(46,14321,138.477584838867)
(46,158,171.855331420898)
(47,6519,45.8914451599121)
(47,10534,146.140167236328)
(47,11863,109.571830749512)
(47,597,161.006881713867)
(48,8903,128.710403442383)
(48,8107,111.50366973877)
(48,7261,72.2565994262695)
(48,3486,107.794486999512)
(48,9410,161.42839050293)
(49,8428,170.870254516602)
(49,428,128.942489624023)
(49,5970,110.69896697998)
(49,12712,15.1839847564697)
(49,3453,32.8152923583984)
(50,8874,170.004211425781)
(50,12759,172.855438232422)
(50,10789,146.973419189453)
(50,150,172.209030151367)
(50,1060,163.675430297852)
(51,4793,25.4499778747559)
(51,1089,112.813148498535)
(51,7003,155.594818115234)
(52,14941,7.96459150314331)
(52,3831,119.082054138184)
(52,1008,76.2151565551758)
(52,4486,144.853240966797)
(52,6443,162.739166259766)
(53,10443,79.8750686645508)
(53,8476,135.69970703125)
(53,2549,167.840377807617)
(53,897,175.176132202148)
(53,7271,45.9723014831543)
(54,1,187.79248046875)
(54,14388,120.604377746582)
(54,14806,133.126571655273)
(54,7606,101.928611755371)
(55,4405,121.728622436523)
(55,1922,133.33984375)
(56,3967,93.4293975830078)
(56,14372,103.616172790527)
(57,5030,34.7374305725098)
(57,8138,151.750534057617)
(57,10614,110.430503845215)
(57,3377,55.3108444213867)
(57,463,174.748519897461)
(58,9569,125.714546203613)
(58,3296,163.425262451172)
(58,8207,86.5639495849609)
(58,11796,167.61897277832)
(59,8262,90.1033248901367)
(59,9627,194.734634399414)
(59,10804,187.504211425781)
(59,14829,178.760131835938)
(59,6307,192.265335083008)
(60,2727,82.8089828491211)
(60,11066,24.1166954040527)
(60,1151,176.887603759766)
(60,8562,180.299545288086)
(61,11645,102.634803771973)
(61,15176,193.143051147461)
(61,4679,182.860778808594)
(62,666,162.359710693359)
(62,6551,94.2927017211914)
(62,11267,125.516799926758)
(63,5422,45.8356056213379)
(63,15482,119.667541503906)
(63,2426,156.37809753418)
(63,8418,100.062438964844)
