(0,15542,57.6439323425293)
(0,7536,42.6130638122559)
(1,16541,31.7287750244141)
(1,404,67.2091979980469)
(2,15106,81.1373519897461)
(2,731,34.2385559082031)
(2,7608,70.2869338989258)
(3,3778,45.2211685180664)
(3,11456,69.2025985717773)
(4,12730,60.115608215332)
(4,3262,45.6567153930664)
(4,4252,14.6219158172607)
(5,11648,34.2492179870605)
(5,14126,31.7106399536133)
(5,942,82.9825439453125)
(6,11571,35.407844543457)
(6,18644,57.5872459411621)
(7,11918,26.0685501098633)
(8,4329,64.7775344848633)
(8,5775,71.333122253418)
(9,10066,78.3254089355469)
(10,5996,76.798957824707)
(10,17389,69.69775390625)
(10,13664,85.0727920532227)
(11,6026,40.9370155334473)
(12,3882,79.1667098999023)
(12,3757,33.8335609436035)
(12,9142,37.4980583190918)
(13,1769,37.1386337280273)
(13,17766,16.1798858642578)
(13,18895,80.1121673583984)
(14,9023,81.6806335449219)
(14,4984,73.8328857421875)
(15,8390,46.976879119873)
(15,17776,88.3730239868164)
(15,2141,25.4954261779785)
(16,61,65.7387084960938)
(16,9468,91.0509338378906)
(16,5693,66.3744888305664)
(17,9680,77.4382629394531)
(17,12603,45.4579048156738)
(17,1565,70.2306594848633)
(18,9811,84.3649444580078)
(18,7700,55.7344360351563)
(18,15860,59.6108627319336)
(19,12269,52.7828636169434)
(20,13089,97.0035552978516)
(20,11470,87.9370498657227)
(21,5506,44.9499969482422)
(22,7337,59.6928024291992)
(23,5803,18.9341316223145)
(23,212,82.0473556518555)
(24,622,37.9152374267578)
(24,2274,70.6536483764648)
(25,12294,63.3697242736816)
(26,9405,32.2249183654785)
(26,9013,65.1771469116211)
(26,14413,40.8689384460449)
(27,12797,75.844482421875)
(27,11439,29.0028781890869)
(27,7314,68.5151443481445)
(28,2067,30.375415802002)
(28,2990,84.1238708496094)
(29,10857,93.8043365478516)
(29,19589,66.728385925293)
(29,19087,78.0380477905273)
(30,18535,55.6822242736816)
(30,12684,38.661205291748)
(31,8586,71.3399963378906)
(31,4002,70.1151657104492)
